id;alive;dead;total;prop_alive;rep;worm;bac;infection;conc;bt_conc_ordered;exp;bac2
74;26;0;26;1;2;my316;MT11;BT247;100;2_247_100;exp10;MT11 (ancestral-like, slightly fuzzy)
84;16;14;30;0.533333333;1;my316;OP50;BT247;25;4_247_25;exp10;OP50
84;17;8;25;0.68;3;my316;OP50;BT247;25;4_247_25;exp10;OP50
84;9;18;27;0.333333333;2;my316;OP50;BT247;25;4_247_25;exp10;OP50
96;25;1;26;0.961538462;3;my316;MT12;BT247;50;3_247_50;exp10;MT12 (wrinkly)
96;29;0;29;1;1;my316;MT12;BT247;50;3_247_50;exp10;MT12 (wrinkly)
96;20;2;22;0.909090909;2;my316;MT12;BT247;50;3_247_50;exp10;MT12 (wrinkly)
97;11;10;21;0.523809524;1;my316;MT12;BT247;25;4_247_25;exp10;MT12 (wrinkly)
97;19;5;24;0.791666667;3;my316;MT12;BT247;25;4_247_25;exp10;MT12 (wrinkly)
97;19;7;26;0.730769231;2;my316;MT12;BT247;25;4_247_25;exp10;MT12 (wrinkly)
